"","LC","T_MAPCODE","NMB","n","km2"
"7153","6","FFb1","8",0,0
"7154","7","FFb1","8",0,0
"7155","1","FFb2","8",0,0
"7156","2","FFb2","8",0,0
"7157","3","FFb2","8",0,0
"7158","4","FFb2","8",0,0
"7159","5","FFb2","8",0,0
"7160","6","FFb2","8",0,0
"7161","7","FFb2","8",0,0
"7162","1","FFb3","8",0,0
"7163","2","FFb3","8",0,0
"7164","3","FFb3","8",0,0
"7165","4","FFb3","8",0,0
"7166","5","FFb3","8",0,0
"7167","6","FFb3","8",0,0
"7168","7","FFb3","8",0,0
"7169","1","FFb4","8",0,0
"7170","2","FFb4","8",0,0
"7171","3","FFb4","8",0,0
"7172","4","FFb4","8",0,0
"7173","5","FFb4","8",0,0
"7174","6","FFb4","8",0,0
"7175","7","FFb4","8",0,0
"7176","1","FFb5","8",0,0
"7177","2","FFb5","8",0,0
"7178","3","FFb5","8",0,0
"7179","4","FFb5","8",0,0
"7180","5","FFb5","8",0,0
"7181","6","FFb5","8",0,0
"7182","7","FFb5","8",0,0
"7183","1","FFb6","8",0,0
"7184","2","FFb6","8",0,0
"7185","3","FFb6","8",0,0
"7186","4","FFb6","8",0,0
"7187","5","FFb6","8",0,0
"7188","6","FFb6","8",0,0
"7189","7","FFb6","8",0,0
"7190","1","FFc1","8",0,0
"7191","2","FFc1","8",0,0
"7192","3","FFc1","8",0,0
"7193","4","FFc1","8",0,0
"7194","5","FFc1","8",0,0
"7195","6","FFc1","8",0,0
"7196","7","FFc1","8",0,0
"7197","1","FFd1","8",0,0
"7198","2","FFd1","8",0,0
"7199","3","FFd1","8",0,0
"7200","4","FFd1","8",0,0
"7201","5","FFd1","8",0,0
"7202","6","FFd1","8",0,0
"7203","7","FFd1","8",0,0
"7204","1","FFd10","8",0,0
"7205","2","FFd10","8",0,0
"7206","3","FFd10","8",0,0
"7207","4","FFd10","8",0,0
"7208","5","FFd10","8",0,0
"7209","6","FFd10","8",0,0
"7210","7","FFd10","8",0,0
"7211","1","FFd11","8",0,0
"7212","2","FFd11","8",0,0
"7213","3","FFd11","8",0,0
"7214","4","FFd11","8",0,0
"7215","5","FFd11","8",0,0
"7216","6","FFd11","8",0,0
"7217","7","FFd11","8",0,0
"7218","1","FFd2","8",0,0
"7219","2","FFd2","8",0,0
"7220","3","FFd2","8",0,0
"7221","4","FFd2","8",0,0
"7222","5","FFd2","8",0,0
"7223","6","FFd2","8",0,0
"7224","7","FFd2","8",0,0
"7225","1","FFd3","8",0,0
"7226","2","FFd3","8",0,0
"7227","3","FFd3","8",0,0
"7228","4","FFd3","8",0,0
"7229","5","FFd3","8",0,0
"7230","6","FFd3","8",0,0
"7231","7","FFd3","8",0,0
"7232","1","FFd4","8",0,0
"7233","2","FFd4","8",0,0
"7234","3","FFd4","8",0,0
"7235","4","FFd4","8",0,0
"7236","5","FFd4","8",0,0
"7237","6","FFd4","8",0,0
"7238","7","FFd4","8",0,0
"7239","1","FFd5","8",0,0
"7240","2","FFd5","8",0,0
"7241","3","FFd5","8",0,0
"7242","4","FFd5","8",0,0
"7243","5","FFd5","8",0,0
"7244","6","FFd5","8",0,0
"7245","7","FFd5","8",0,0
"7246","1","FFd6","8",0,0
"7247","2","FFd6","8",0,0
"7248","3","FFd6","8",0,0
"7249","4","FFd6","8",0,0
"7250","5","FFd6","8",0,0
"7251","6","FFd6","8",0,0
"7252","7","FFd6","8",0,0
"7253","1","FFd7","8",0,0
"7254","2","FFd7","8",0,0
"7255","3","FFd7","8",0,0
"7256","4","FFd7","8",0,0
"7257","5","FFd7","8",0,0
"7258","6","FFd7","8",0,0
"7259","7","FFd7","8",0,0
"7260","1","FFd8","8",0,0
"7261","2","FFd8","8",0,0
"7262","3","FFd8","8",0,0
"7263","4","FFd8","8",0,0
"7264","5","FFd8","8",0,0
"7265","6","FFd8","8",0,0
"7266","7","FFd8","8",0,0
"7267","1","FFd9","8",0,0
"7268","2","FFd9","8",0,0
"7269","3","FFd9","8",0,0
"7270","4","FFd9","8",0,0
"7271","5","FFd9","8",0,0
"7272","6","FFd9","8",0,0
"7273","7","FFd9","8",0,0
"7274","1","FFf1","8",0,0
"7275","2","FFf1","8",0,0
"7276","3","FFf1","8",0,0
"7277","4","FFf1","8",0,0
"7278","5","FFf1","8",0,0
"7279","6","FFf1","8",0,0
"7280","7","FFf1","8",0,0
"7281","1","FFf2","8",0,0
"7282","2","FFf2","8",0,0
"7283","3","FFf2","8",0,0
"7284","4","FFf2","8",0,0
"7285","5","FFf2","8",0,0
"7286","6","FFf2","8",0,0
"7287","7","FFf2","8",0,0
"7288","1","FFg1","8",0,0
"7289","2","FFg1","8",0,0
"7290","3","FFg1","8",0,0
"7291","4","FFg1","8",0,0
"7292","5","FFg1","8",0,0
"7293","6","FFg1","8",0,0
"7294","7","FFg1","8",0,0
"7295","1","FFg2","8",0,0
"7296","2","FFg2","8",0,0
"7297","3","FFg2","8",0,0
"7298","4","FFg2","8",0,0
"7299","5","FFg2","8",0,0
"7300","6","FFg2","8",0,0
"7301","7","FFg2","8",0,0
"7302","1","FFg3","8",0,0
"7303","2","FFg3","8",0,0
"7304","3","FFg3","8",0,0
"7305","4","FFg3","8",0,0
"7306","5","FFg3","8",0,0
"7307","6","FFg3","8",0,0
"7308","7","FFg3","8",0,0
"7309","1","FFg4","8",0,0
"7310","2","FFg4","8",0,0
"7311","3","FFg4","8",0,0
"7312","4","FFg4","8",0,0
"7313","5","FFg4","8",0,0
"7314","6","FFg4","8",0,0
"7315","7","FFg4","8",0,0
"7316","1","FFg5","8",0,0
"7317","2","FFg5","8",0,0
"7318","3","FFg5","8",0,0
"7319","4","FFg5","8",0,0
"7320","5","FFg5","8",0,0
"7321","6","FFg5","8",0,0
"7322","7","FFg5","8",0,0
"7323","1","FFh1","8",0,0
"7324","2","FFh1","8",0,0
"7325","3","FFh1","8",0,0
"7326","4","FFh1","8",0,0
"7327","5","FFh1","8",0,0
"7328","6","FFh1","8",0,0
"7329","7","FFh1","8",0,0
"7330","1","FFh10","8",0,0
"7331","2","FFh10","8",0,0
"7332","3","FFh10","8",0,0
"7333","4","FFh10","8",0,0
"7334","5","FFh10","8",0,0
"7335","6","FFh10","8",0,0
"7336","7","FFh10","8",0,0
"7337","1","FFh11","8",0,0
"7338","2","FFh11","8",0,0
"7339","3","FFh11","8",0,0
"7340","4","FFh11","8",0,0
"7341","5","FFh11","8",0,0
"7342","6","FFh11","8",0,0
"7343","7","FFh11","8",0,0
"7344","1","FFh2","8",0,0
"7345","2","FFh2","8",0,0
"7346","3","FFh2","8",0,0
"7347","4","FFh2","8",0,0
"7348","5","FFh2","8",0,0
"7349","6","FFh2","8",0,0
"7350","7","FFh2","8",0,0
"7351","1","FFh3","8",0,0
"7352","2","FFh3","8",0,0
"7353","3","FFh3","8",0,0
"7354","4","FFh3","8",0,0
"7355","5","FFh3","8",0,0
"7356","6","FFh3","8",0,0
"7357","7","FFh3","8",0,0
"7358","1","FFh4","8",0,0
"7359","2","FFh4","8",0,0
"7360","3","FFh4","8",0,0
"7361","4","FFh4","8",0,0
"7362","5","FFh4","8",0,0
"7363","6","FFh4","8",0,0
"7364","7","FFh4","8",0,0
"7365","1","FFh5","8",0,0
"7366","2","FFh5","8",0,0
"7367","3","FFh5","8",0,0
"7368","4","FFh5","8",0,0
"7369","5","FFh5","8",0,0
"7370","6","FFh5","8",0,0
"7371","7","FFh5","8",0,0
"7372","1","FFh6","8",0,0
"7373","2","FFh6","8",0,0
"7374","3","FFh6","8",0,0
"7375","4","FFh6","8",0,0
"7376","5","FFh6","8",0,0
"7377","6","FFh6","8",0,0
"7378","7","FFh6","8",0,0
"7379","1","FFh7","8",0,0
"7380","2","FFh7","8",0,0
"7381","3","FFh7","8",0,0
"7382","4","FFh7","8",0,0
"7383","5","FFh7","8",0,0
"7384","6","FFh7","8",0,0
"7385","7","FFh7","8",0,0
"7386","1","FFh8","8",0,0
"7387","2","FFh8","8",0,0
"7388","3","FFh8","8",0,0
"7389","4","FFh8","8",0,0
"7390","5","FFh8","8",0,0
"7391","6","FFh8","8",0,0
"7392","7","FFh8","8",0,0
"7393","1","FFh9","8",0,0
"7394","2","FFh9","8",0,0
"7395","3","FFh9","8",0,0
"7396","4","FFh9","8",0,0
"7397","5","FFh9","8",0,0
"7398","6","FFh9","8",0,0
"7399","7","FFh9","8",0,0
"7400","1","FFl1","8",0,0
"7401","2","FFl1","8",0,0
"7402","3","FFl1","8",0,0
"7403","4","FFl1","8",0,0
"7404","5","FFl1","8",0,0
"7405","6","FFl1","8",0,0
"7406","7","FFl1","8",0,0
"7407","1","FFl2","8",0,0
"7408","2","FFl2","8",0,0
"7409","3","FFl2","8",0,0
"7410","4","FFl2","8",0,0
"7411","5","FFl2","8",0,0
"7412","6","FFl2","8",0,0
"7413","7","FFl2","8",0,0
"7414","1","FFl3","8",0,0
"7415","2","FFl3","8",0,0
"7416","3","FFl3","8",0,0
"7417","4","FFl3","8",0,0
"7418","5","FFl3","8",0,0
"7419","6","FFl3","8",0,0
"7420","7","FFl3","8",0,0
"7421","1","FFq1","8",0,0
"7422","2","FFq1","8",0,0
"7423","3","FFq1","8",0,0
"7424","4","FFq1","8",0,0
"7425","5","FFq1","8",0,0
"7426","6","FFq1","8",0,0
"7427","7","FFq1","8",0,0
"7428","1","FFq2","8",0,0
"7429","2","FFq2","8",0,0
"7430","3","FFq2","8",0,0
"7431","4","FFq2","8",0,0
"7432","5","FFq2","8",0,0
"7433","6","FFq2","8",0,0
"7434","7","FFq2","8",0,0
"7435","1","FFq3","8",0,0
"7436","2","FFq3","8",0,0
"7437","3","FFq3","8",0,0
"7438","4","FFq3","8",0,0
"7439","5","FFq3","8",0,0
"7440","6","FFq3","8",0,0
"7441","7","FFq3","8",0,0
"7442","1","FFq4","8",0,0
"7443","2","FFq4","8",0,0
"7444","3","FFq4","8",0,0
"7445","4","FFq4","8",0,0
"7446","5","FFq4","8",0,0
"7447","6","FFq4","8",0,0
"7448","7","FFq4","8",0,0
"7449","1","FFq5","8",0,0
"7450","2","FFq5","8",0,0
"7451","3","FFq5","8",0,0
"7452","4","FFq5","8",0,0
"7453","5","FFq5","8",0,0
"7454","6","FFq5","8",0,0
"7455","7","FFq5","8",0,0
"7456","1","FFq6","8",0,0
"7457","2","FFq6","8",0,0
"7458","3","FFq6","8",0,0
"7459","4","FFq6","8",0,0
"7460","5","FFq6","8",0,0
"7461","6","FFq6","8",0,0
"7462","7","FFq6","8",0,0
"7463","1","FFs1","8",0,0
"7464","2","FFs1","8",0,0
"7465","3","FFs1","8",0,0
"7466","4","FFs1","8",0,0
"7467","5","FFs1","8",0,0
"7468","6","FFs1","8",0,0
"7469","7","FFs1","8",0,0
"7470","1","FFs10","8",0,0
"7471","2","FFs10","8",0,0
"7472","3","FFs10","8",0,0
"7473","4","FFs10","8",0,0
"7474","5","FFs10","8",0,0
"7475","6","FFs10","8",0,0
"7476","7","FFs10","8",0,0
"7477","1","FFs11","8",0,0
"7478","2","FFs11","8",0,0
"7479","3","FFs11","8",0,0
"7480","4","FFs11","8",0,0
"7481","5","FFs11","8",0,0
"7482","6","FFs11","8",0,0
"7483","7","FFs11","8",0,0
"7484","1","FFs12","8",0,0
"7485","2","FFs12","8",0,0
"7486","3","FFs12","8",0,0
"7487","4","FFs12","8",0,0
"7488","5","FFs12","8",0,0
"7489","6","FFs12","8",0,0
"7490","7","FFs12","8",0,0
"7491","1","FFs13","8",0,0
"7492","2","FFs13","8",0,0
"7493","3","FFs13","8",0,0
"7494","4","FFs13","8",0,0
"7495","5","FFs13","8",0,0
"7496","6","FFs13","8",0,0
"7497","7","FFs13","8",0,0
"7498","1","FFs14","8",0,0
"7499","2","FFs14","8",0,0
"7500","3","FFs14","8",0,0
"7501","4","FFs14","8",0,0
"7502","5","FFs14","8",0,0
"7503","6","FFs14","8",0,0
"7504","7","FFs14","8",0,0
"7505","1","FFs15","8",0,0
"7506","2","FFs15","8",0,0
"7507","3","FFs15","8",0,0
"7508","4","FFs15","8",0,0
"7509","5","FFs15","8",0,0
"7510","6","FFs15","8",0,0
"7511","7","FFs15","8",0,0
"7512","1","FFs16","8",0,0
"7513","2","FFs16","8",0,0
"7514","3","FFs16","8",0,0
"7515","4","FFs16","8",0,0
"7516","5","FFs16","8",0,0
"7517","6","FFs16","8",0,0
"7518","7","FFs16","8",0,0
"7519","1","FFs17","8",0,0
"7520","2","FFs17","8",0,0
"7521","3","FFs17","8",0,0
"7522","4","FFs17","8",0,0
"7523","5","FFs17","8",0,0
"7524","6","FFs17","8",0,0
"7525","7","FFs17","8",0,0
"7526","1","FFs18","8",0,0
"7527","2","FFs18","8",0,0
"7528","3","FFs18","8",0,0
"7529","4","FFs18","8",0,0
"7530","5","FFs18","8",0,0
"7531","6","FFs18","8",0,0
"7532","7","FFs18","8",0,0
"7533","1","FFs19","8",0,0
"7534","2","FFs19","8",0,0
"7535","3","FFs19","8",0,0
"7536","4","FFs19","8",0,0
"7537","5","FFs19","8",0,0
"7538","6","FFs19","8",0,0
"7539","7","FFs19","8",0,0
"7540","1","FFs2","8",0,0
"7541","2","FFs2","8",0,0
"7542","3","FFs2","8",0,0
"7543","4","FFs2","8",0,0
"7544","5","FFs2","8",0,0
"7545","6","FFs2","8",0,0
"7546","7","FFs2","8",0,0
"7547","1","FFs20","8",0,0
"7548","2","FFs20","8",0,0
"7549","3","FFs20","8",0,0
"7550","4","FFs20","8",0,0
"7551","5","FFs20","8",0,0
"7552","6","FFs20","8",0,0
"7553","7","FFs20","8",0,0
"7554","1","FFs21","8",0,0
"7555","2","FFs21","8",0,0
"7556","3","FFs21","8",0,0
"7557","4","FFs21","8",0,0
"7558","5","FFs21","8",0,0
"7559","6","FFs21","8",0,0
"7560","7","FFs21","8",0,0
"7561","1","FFs22","8",0,0
"7562","2","FFs22","8",0,0
"7563","3","FFs22","8",0,0
"7564","4","FFs22","8",0,0
"7565","5","FFs22","8",0,0
"7566","6","FFs22","8",0,0
"7567","7","FFs22","8",0,0
"7568","1","FFs23","8",0,0
"7569","2","FFs23","8",0,0
"7570","3","FFs23","8",0,0
"7571","4","FFs23","8",0,0
"7572","5","FFs23","8",0,0
"7573","6","FFs23","8",0,0
"7574","7","FFs23","8",0,0
"7575","1","FFs24","8",0,0
"7576","2","FFs24","8",0,0
"7577","3","FFs24","8",0,0
"7578","4","FFs24","8",0,0
"7579","5","FFs24","8",0,0
"7580","6","FFs24","8",0,0
"7581","7","FFs24","8",0,0
"7582","1","FFs25","8",0,0
"7583","2","FFs25","8",0,0
"7584","3","FFs25","8",0,0
"7585","4","FFs25","8",0,0
"7586","5","FFs25","8",0,0
"7587","6","FFs25","8",0,0
"7588","7","FFs25","8",0,0
"7589","1","FFs26","8",0,0
"7590","2","FFs26","8",0,0
"7591","3","FFs26","8",0,0
"7592","4","FFs26","8",0,0
"7593","5","FFs26","8",0,0
"7594","6","FFs26","8",0,0
"7595","7","FFs26","8",0,0
"7596","1","FFs27","8",8466,3.3864
"7597","2","FFs27","8",336,0.1344
"7598","3","FFs27","8",0,0
"7599","4","FFs27","8",139,0.0556
"7600","5","FFs27","8",7,0.0028
"7601","6","FFs27","8",0,0
"7602","7","FFs27","8",1123,0.4492
"7603","1","FFs28","8",10677,4.2708
"7604","2","FFs28","8",3378,1.3512
"7605","3","FFs28","8",0,0
"7606","4","FFs28","8",596,0.2384
"7607","5","FFs28","8",390,0.156
"7608","6","FFs28","8",0,0
"7609","7","FFs28","8",649,0.2596
"7610","1","FFs29","8",55509,22.2036
"7611","2","FFs29","8",10233,4.0932
"7612","3","FFs29","8",4,0.0016
"7613","4","FFs29","8",20094,8.0376
"7614","5","FFs29","8",2638,1.0552
"7615","6","FFs29","8",42,0.0168
"7616","7","FFs29","8",3373,1.3492
"7617","1","FFs3","8",0,0
"7618","2","FFs3","8",0,0
"7619","3","FFs3","8",0,0
"7620","4","FFs3","8",0,0
"7621","5","FFs3","8",0,0
"7622","6","FFs3","8",0,0
"7623","7","FFs3","8",0,0
"7624","1","FFs30","8",0,0
"7625","2","FFs30","8",0,0
"7626","3","FFs30","8",0,0
"7627","4","FFs30","8",0,0
"7628","5","FFs30","8",0,0
"7629","6","FFs30","8",0,0
"7630","7","FFs30","8",0,0
"7631","1","FFs31","8",0,0
"7632","2","FFs31","8",0,0
"7633","3","FFs31","8",0,0
"7634","4","FFs31","8",0,0
"7635","5","FFs31","8",0,0
"7636","6","FFs31","8",0,0
"7637","7","FFs31","8",0,0
"7638","1","FFs32","8",0,0
"7639","2","FFs32","8",0,0
"7640","3","FFs32","8",0,0
"7641","4","FFs32","8",0,0
"7642","5","FFs32","8",0,0
"7643","6","FFs32","8",0,0
"7644","7","FFs32","8",0,0
"7645","1","FFs4","8",0,0
"7646","2","FFs4","8",0,0
"7647","3","FFs4","8",0,0
"7648","4","FFs4","8",0,0
"7649","5","FFs4","8",0,0
"7650","6","FFs4","8",0,0
"7651","7","FFs4","8",0,0
"7652","1","FFs5","8",0,0
"7653","2","FFs5","8",0,0
"7654","3","FFs5","8",0,0
"7655","4","FFs5","8",0,0
"7656","5","FFs5","8",0,0
"7657","6","FFs5","8",0,0
"7658","7","FFs5","8",0,0
"7659","1","FFs6","8",0,0
"7660","2","FFs6","8",0,0
"7661","3","FFs6","8",0,0
"7662","4","FFs6","8",0,0
"7663","5","FFs6","8",0,0
"7664","6","FFs6","8",0,0
"7665","7","FFs6","8",0,0
"7666","1","FFs7","8",0,0
"7667","2","FFs7","8",0,0
"7668","3","FFs7","8",0,0
"7669","4","FFs7","8",0,0
"7670","5","FFs7","8",0,0
"7671","6","FFs7","8",0,0
"7672","7","FFs7","8",0,0
"7673","1","FFs8","8",0,0
"7674","2","FFs8","8",0,0
"7675","3","FFs8","8",0,0
"7676","4","FFs8","8",0,0
"7677","5","FFs8","8",0,0
"7678","6","FFs8","8",0,0
"7679","7","FFs8","8",0,0
"7680","1","FFs9","8",0,0
"7681","2","FFs9","8",0,0
"7682","3","FFs9","8",0,0
"7683","4","FFs9","8",0,0
"7684","5","FFs9","8",0,0
"7685","6","FFs9","8",0,0
"7686","7","FFs9","8",0,0
"7687","1","FFt1","8",0,0
"7688","2","FFt1","8",0,0
"7689","3","FFt1","8",0,0
"7690","4","FFt1","8",0,0
"7691","5","FFt1","8",0,0
"7692","6","FFt1","8",0,0
"7693","7","FFt1","8",0,0
"7694","1","FFt2","8",0,0
"7695","2","FFt2","8",0,0
"7696","3","FFt2","8",0,0
"7697","4","FFt2","8",0,0
"7698","5","FFt2","8",0,0
"7699","6","FFt2","8",0,0
"7700","7","FFt2","8",0,0
"7701","1","FOa1","8",0,0
"7702","2","FOa1","8",0,0
"7703","3","FOa1","8",0,0
"7704","4","FOa1","8",0,0
"7705","5","FOa1","8",0,0
"7706","6","FOa1","8",0,0
"7707","7","FOa1","8",0,0
"7708","1","FOa2","8",0,0
"7709","2","FOa2","8",0,0
"7710","3","FOa2","8",0,0
"7711","4","FOa2","8",0,0
"7712","5","FOa2","8",0,0
"7713","6","FOa2","8",0,0
"7714","7","FOa2","8",0,0
"7715","1","FOa3","8",0,0
"7716","2","FOa3","8",0,0
"7717","3","FOa3","8",0,0
"7718","4","FOa3","8",0,0
"7719","5","FOa3","8",0,0
"7720","6","FOa3","8",0,0
"7721","7","FOa3","8",0,0
"7722","1","FOz1","8",0,0
"7723","2","FOz1","8",0,0
"7724","3","FOz1","8",0,0
"7725","4","FOz1","8",0,0
"7726","5","FOz1","8",0,0
"7727","6","FOz1","8",0,0
"7728","7","FOz1","8",0,0
"7729","1","FOz2","8",0,0
"7730","2","FOz2","8",0,0
"7731","3","FOz2","8",0,0
"7732","4","FOz2","8",0,0
"7733","5","FOz2","8",0,0
"7734","6","FOz2","8",0,0
"7735","7","FOz2","8",0,0
"7736","1","FOz3","8",0,0
"7737","2","FOz3","8",0,0
"7738","3","FOz3","8",0,0
"7739","4","FOz3","8",0,0
"7740","5","FOz3","8",0,0
"7741","6","FOz3","8",0,0
"7742","7","FOz3","8",0,0
"7743","1","FOz4","8",0,0
"7744","2","FOz4","8",0,0
"7745","3","FOz4","8",0,0
"7746","4","FOz4","8",0,0
"7747","5","FOz4","8",0,0
"7748","6","FOz4","8",0,0
"7749","7","FOz4","8",0,0
"7750","1","FOz5","8",0,0
"7751","2","FOz5","8",0,0
"7752","3","FOz5","8",0,0
"7753","4","FOz5","8",0,0
"7754","5","FOz5","8",0,0
"7755","6","FOz5","8",0,0
"7756","7","FOz5","8",0,0
"7757","1","FOz6","8",0,0
"7758","2","FOz6","8",0,0
"7759","3","FOz6","8",0,0
"7760","4","FOz6","8",0,0
"7761","5","FOz6","8",0,0
"7762","6","FOz6","8",0,0
"7763","7","FOz6","8",0,0
"7764","1","FOz7","8",0,0
"7765","2","FOz7","8",0,0
"7766","3","FOz7","8",0,0
"7767","4","FOz7","8",0,0
"7768","5","FOz7","8",0,0
"7769","6","FOz7","8",0,0
"7770","7","FOz7","8",0,0
"7771","1","FOz8","8",0,0
"7772","2","FOz8","8",0,0
"7773","3","FOz8","8",0,0
"7774","4","FOz8","8",0,0
"7775","5","FOz8","8",0,0
"7776","6","FOz8","8",0,0
"7777","7","FOz8","8",0,0
"7778","1","FOz9","8",0,0
"7779","2","FOz9","8",0,0
"7780","3","FOz9","8",0,0
"7781","4","FOz9","8",0,0
"7782","5","FOz9","8",0,0
"7783","6","FOz9","8",0,0
"7784","7","FOz9","8",0,0
"7785","1","FRa1","8",0,0
"7786","2","FRa1","8",0,0
"7787","3","FRa1","8",0,0
"7788","4","FRa1","8",0,0
"7789","5","FRa1","8",0,0
"7790","6","FRa1","8",0,0
"7791","7","FRa1","8",0,0
"7792","1","FRa2","8",0,0
"7793","2","FRa2","8",0,0
"7794","3","FRa2","8",0,0
"7795","4","FRa2","8",0,0
"7796","5","FRa2","8",0,0
"7797","6","FRa2","8",0,0
"7798","7","FRa2","8",0,0
"7799","1","FRc1","8",0,0
"7800","2","FRc1","8",0,0
"7801","3","FRc1","8",0,0
"7802","4","FRc1","8",0,0
"7803","5","FRc1","8",0,0
"7804","6","FRc1","8",0,0
"7805","7","FRc1","8",0,0
"7806","1","FRc2","8",0,0
"7807","2","FRc2","8",0,0
"7808","3","FRc2","8",0,0
"7809","4","FRc2","8",0,0
"7810","5","FRc2","8",0,0
"7811","6","FRc2","8",0,0
"7812","7","FRc2","8",0,0
"7813","1","FRd1","8",0,0
"7814","2","FRd1","8",0,0
"7815","3","FRd1","8",0,0
"7816","4","FRd1","8",0,0
"7817","5","FRd1","8",0,0
"7818","6","FRd1","8",0,0
"7819","7","FRd1","8",0,0
"7820","1","FRd2","8",0,0
"7821","2","FRd2","8",0,0
"7822","3","FRd2","8",0,0
"7823","4","FRd2","8",0,0
"7824","5","FRd2","8",0,0
"7825","6","FRd2","8",0,0
"7826","7","FRd2","8",0,0
"7827","1","FRg1","8",0,0
"7828","2","FRg1","8",0,0
"7829","3","FRg1","8",0,0
"7830","4","FRg1","8",0,0
"7831","5","FRg1","8",0,0
"7832","6","FRg1","8",0,0
"7833","7","FRg1","8",0,0
"7834","1","FRg2","8",0,0
"7835","2","FRg2","8",0,0
"7836","3","FRg2","8",0,0
"7837","4","FRg2","8",0,0
"7838","5","FRg2","8",0,0
"7839","6","FRg2","8",0,0
"7840","7","FRg2","8",0,0
"7841","1","FRg3","8",0,0
"7842","2","FRg3","8",0,0
"7843","3","FRg3","8",0,0
"7844","4","FRg3","8",0,0
"7845","5","FRg3","8",0,0
"7846","6","FRg3","8",0,0
"7847","7","FRg3","8",0,0
"7848","1","FRl1","8",0,0
"7849","2","FRl1","8",0,0
"7850","3","FRl1","8",0,0
"7851","4","FRl1","8",0,0
"7852","5","FRl1","8",0,0
"7853","6","FRl1","8",0,0
"7854","7","FRl1","8",0,0
"7855","1","FRs1","8",0,0
"7856","2","FRs1","8",0,0
"7857","3","FRs1","8",0,0
"7858","4","FRs1","8",0,0
"7859","5","FRs1","8",0,0
"7860","6","FRs1","8",0,0
"7861","7","FRs1","8",0,0
"7862","1","FRs10","8",0,0
"7863","2","FRs10","8",0,0
"7864","3","FRs10","8",0,0
"7865","4","FRs10","8",0,0
"7866","5","FRs10","8",0,0
"7867","6","FRs10","8",0,0
"7868","7","FRs10","8",0,0
"7869","1","FRs11","8",0,0
"7870","2","FRs11","8",0,0
"7871","3","FRs11","8",0,0
"7872","4","FRs11","8",0,0
"7873","5","FRs11","8",0,0
"7874","6","FRs11","8",0,0
"7875","7","FRs11","8",0,0
"7876","1","FRs12","8",0,0
"7877","2","FRs12","8",0,0
"7878","3","FRs12","8",0,0
"7879","4","FRs12","8",0,0
"7880","5","FRs12","8",0,0
"7881","6","FRs12","8",0,0
"7882","7","FRs12","8",0,0
"7883","1","FRs13","8",0,0
"7884","2","FRs13","8",0,0
"7885","3","FRs13","8",0,0
"7886","4","FRs13","8",0,0
"7887","5","FRs13","8",0,0
"7888","6","FRs13","8",0,0
"7889","7","FRs13","8",0,0
"7890","1","FRs14","8",0,0
"7891","2","FRs14","8",0,0
"7892","3","FRs14","8",0,0
"7893","4","FRs14","8",0,0
"7894","5","FRs14","8",0,0
"7895","6","FRs14","8",0,0
"7896","7","FRs14","8",0,0
"7897","1","FRs15","8",0,0
"7898","2","FRs15","8",0,0
"7899","3","FRs15","8",0,0
"7900","4","FRs15","8",0,0
"7901","5","FRs15","8",0,0
"7902","6","FRs15","8",0,0
"7903","7","FRs15","8",0,0
"7904","1","FRs16","8",0,0
"7905","2","FRs16","8",0,0
"7906","3","FRs16","8",0,0
"7907","4","FRs16","8",0,0
"7908","5","FRs16","8",0,0
"7909","6","FRs16","8",0,0
"7910","7","FRs16","8",0,0
"7911","1","FRs17","8",0,0
"7912","2","FRs17","8",0,0
"7913","3","FRs17","8",0,0
"7914","4","FRs17","8",0,0
"7915","5","FRs17","8",0,0
"7916","6","FRs17","8",0,0
"7917","7","FRs17","8",0,0
"7918","1","FRs18","8",0,0
"7919","2","FRs18","8",0,0
"7920","3","FRs18","8",0,0
"7921","4","FRs18","8",0,0
"7922","5","FRs18","8",0,0
"7923","6","FRs18","8",0,0
"7924","7","FRs18","8",0,0
"7925","1","FRs19","8",1204,0.4816
"7926","2","FRs19","8",61,0.0244
"7927","3","FRs19","8",1,0.0004
"7928","4","FRs19","8",369,0.1476
"7929","5","FRs19","8",1,0.0004
"7930","6","FRs19","8",1,0.0004
"7931","7","FRs19","8",0,0
"7932","1","FRs2","8",0,0
"7933","2","FRs2","8",0,0
"7934","3","FRs2","8",0,0
"7935","4","FRs2","8",0,0
"7936","5","FRs2","8",0,0
"7937","6","FRs2","8",0,0
"7938","7","FRs2","8",0,0
"7939","1","FRs20","8",0,0
"7940","2","FRs20","8",0,0
"7941","3","FRs20","8",0,0
"7942","4","FRs20","8",0,0
"7943","5","FRs20","8",0,0
"7944","6","FRs20","8",0,0
"7945","7","FRs20","8",0,0
"7946","1","FRs3","8",0,0
"7947","2","FRs3","8",0,0
"7948","3","FRs3","8",0,0
"7949","4","FRs3","8",0,0
"7950","5","FRs3","8",0,0
"7951","6","FRs3","8",0,0
"7952","7","FRs3","8",0,0
"7953","1","FRs4","8",0,0
"7954","2","FRs4","8",0,0
"7955","3","FRs4","8",0,0
"7956","4","FRs4","8",0,0
"7957","5","FRs4","8",0,0
"7958","6","FRs4","8",0,0
"7959","7","FRs4","8",0,0
"7960","1","FRs5","8",0,0
"7961","2","FRs5","8",0,0
"7962","3","FRs5","8",0,0
"7963","4","FRs5","8",0,0
"7964","5","FRs5","8",0,0
"7965","6","FRs5","8",0,0
"7966","7","FRs5","8",0,0
"7967","1","FRs6","8",0,0
"7968","2","FRs6","8",0,0
"7969","3","FRs6","8",0,0
